Darija_Arabe,Arabizi,Arabe_Standard,Anglais
محشّش,m7achech,مخدر,drugged
مصرهط,msr8et,الساخر,scorner
مصرهط,mser8et,الساخر,scorner
مصرهط,mser8at,الساخر,scorner
قوالبي,9walbi,المخادع,trickster
قوالبي,qwalbi,المخادع,trickster
بكّاي,bkkay,بكّاء,crybaby
بكّاي,bakkay,بكّاء,crybaby
بكّاي,bekkay,بكّاء,crybaby
بكّاي,bakay,بكّاء,crybaby
موخلويض,mokhlwid,مخادع,deceitful
موخلويض,mo5lwid,مخادع,deceitful
حرايفي,7rayfi,ماهر,skilled
حرايفي,7rayfi,ماهر,adroit
ماواضحش,mawad7ch,غير واضح,unclear
ماواضحش,mawada7ch,غير واضح,unclear
هامشي,8aamichi,هامشي,peripheral
هامشي,hamichi,هامشي,peripheral
متوقّع,motaw99a3,متوقّع,predictable
متوقّع,motawa9a3,متوقّع,predictable
متوقّع,motawaqa3,متوقّع,predictable
هجومي,8ojoumi,هجومي,offensive
هجومي,8ojomi,هجومي,offensive
متناقض,mtna9d,متناقض,absurd
متناقض,matna9d,متناقض,absurd
موسمي,mawsimi,موسمي,seasonal
جبّار,jbbar,جبّار,mighty
جبّار,jbbaar,جبّار,mighty
جبّار,jabar,جبّار,mighty
مروّن,mrowwen,غير مرتاح,uneasy
مروّن,mrwwen,غير مرتاح,uneasy
مروّن,mrowen,غير مرتاح,uneasy
مروّن,mrwen,غير مرتاح,uneasy
بصري,basari,بصري,optical
لانهائي,lani8a2i,لانهائي,infinite
لانهائي,laani8aa2i,لانهائي,infinite
مديكوري,mdikori,زخرفي,decorative
كمّي,kammi,كمّي,quantitative
متناسب,mtnaasb,متناسب,proportional
متناسب,matnaseb,متناسب,proportional
بيروقراطي,biro9rati,بيروقراطي,bureaucratic
كايغير,kayghir,كايغير,jealous
خيالي,5ayali,خيالي,fancy
خيالي,khayali,خيالي,fancy
مغيار,mghyar,مغيار,jealous
مغيار,meghyar,مغيار,jealous
لديد,ldid,لذيذ,delicious
مفتوح,maftou7,مفتوح,open
مفتوح,mftou7,مفتوح,open
مفتوح,meftou7,مفتوح,open
ساد,sad,مغلق,closed
ساد,sadd,مغلق,closed
مسدود,mesdoud,مغلق,closed
مسدود,msdoud,مغلق,closed
مسدود,msdod,مغلق,closed
مسدود,masdoud,مغلق,closed
مسدود,masdod,مغلق,closed
محلول,m7loul,مفتوح,open
محلول,m7lol,مفتوح,open
محلول,ma7loul,مفتوح,open
محلول,ma7lol,مفتوح,open
محلول,me7loul,مفتوح,open
محلول,me7lol,مفتوح,open
غالط,ghalet,خطأ,wrong
غالط,ghaalet,خطأ,wrong
مبدّل,mbeddel,مختلف,different
مبدّل,mbddl,مختلف,different
مبدّل,mbadal,مختلف,different
صحيح,S7i7,قوي,strong
مولّف,mwellef,معتاد على,used to
مولّف,mwalef,معتاد على,used to
مريڭل,mriguel,دهاء ,cunning
دايخ,dayekh,دوار,dizzy
دايخ,daye5,دوار,dizzy
مدوّخ,mdowwakh,مدوّخ,dizzy
مبرّر,mberrer,مبرّر,justified
مبرّر,mbrrer,مبرّر,justified
مبرّر,mberrar,مبرّر,justified
مرتابط,mrtabt,مرتبط,engaged
مرتابط,mrtabet,مرتبط,engaged
مرتابط,mertabet,مرتبط,engaged
مرتابط,mertabt,مرتبط,engaged
ملهم,mol8im,ملهم,inspiring
ملهم,molhim,ملهم,inspiring
مشتّت,mchttet,مشتّت,sparse
مشتّت,mchettat,مشتّت,sparse
مشتّت,mchattet,مشتّت,sparse
مشتّت,mchettet,مشتّت,sparse
عضيم,3adim,عظيم,mighty
عضيم,3adym,عظيم,mighty
عضيم,3adiim,عظيم,mighty
بولحية,boul7ya,بولحية,beardy
بولحية,bol7ya,بولحية,beardy
بولحية,boul7ia,بولحية,beardy
بولحية,bol7ia,بولحية,beardy
بولحية,boula7ya,بولحية,beardy
بولحية,bola7ya,بولحية,beardy
بولحية,boula7ia,بولحية,beardy
بولحية,bola7ia,بولحية,beardy
زايد,zayd,زائد,extra
زايد,zaid,زائد,extra
زايد,zayed,زائد,extra
خارق,khari9,خارق,miraculous
خارق,khaari9,خارق,miraculous
خارق,5ari9,خارق,miraculous
خارق,khariq,خارق,miraculous
استثنائي,stitna2i,استثنائي,exceptional
استثنائي,istitna2i,استثنائي,exceptional
استثنائي,stitnaa2i,استثنائي,exceptional
استثنائي,istitnaa2i,استثنائي,exceptional
فرانساوي,fransawi,فرنسي,french
فرانساوي,fransaoui,فرنسي,french
سبليوني,sblyoni,اسباني,spanish
سبليوني,sbelioni,اسباني,spanish
سبليوني,sbalioni,اسباني,spanish
ميريكاني,mirikani,امريكي,american
ميريكاني,marikani,امريكي,american
شينوي,chinwi,شينوي,chinese
عربي,3rbi,عربي,arab
عربي,3arbi,عربي,arab
عربي,3erbi,عربي,arab
عربي,3arabi,عربي,arab
مخبّي,mkhbbi,مخفي,hidden
مخبّي,mkhebbi,مخفي,hidden
مخبّي,mkhabbi,مخفي,hidden
متيقّن,mti99en,متيقّن,sure
متيقّن,mtye99en,متيقّن,sure
متيقّن,mtya99an,متيقّن,sure
متيقّن,mtya99en,متيقّن,sure
