Darija (Arabic),English
ريمان : نعام ماسمعتكش اش قلتي ؟ ! رافائيل : والو .. ساليت ماكلتي ...,"Riman: Yes, I didn't hear you, what did you say?!  
Raphael: Nothing... I finished my food."
بصحتك ريمان : يعطيك الصحة ... هز طبسيلك غسلو رافائيل : أييه بدينا ااحكيم من,"- Enjoy it, Riman: Thank you ...  
- Take your plate and wash it, Rafael: Oh, here we go, Hakim!"
دابا هههه ريمان حشمات من هضرتو بانت ابسامة على وجهعا وسرعان ما حيداتها ... ريمان,"Now, haha, Riman felt shy from his words, a smile appeared on her face, and she quickly removed it... Riman."
: آش بيني وبينك نحكم فيك ولا تحكم فيا ... رافائيل : آيييه مابيناتنا وااالو,"Rafael: ""There's nothing between us."""
امممم هز الطبسيل ديالو غسلو تحت أنظار ريمان لي عامرين إعجاب وحب ... سالا دار,"Umm, he picked up his plate and washed it under the gaze of Riman, filled with admiration and love... He finished and left."
لعندها وهي تمثل بلي مامسوقاش وكانشوف فطبسيلها .... مسح يديه وتم خارج من الكوزينة ودار,She pretended not to care while I looked at her plate... He wiped his hands and left the kitchen.
شاف فريمان لي كانت مزال كاتخشي فوجهها وكاتشوف فطبسيلها كاتمثل عدم الاكتراث رافائيل : غانطلع,"He said: ""I'm going up."""
الآن ريمان : دابا بغييتي تقوووول أنا كاندير المشاكيييييل .. لا غيير قولها قوووولها ...,"Now Riman: So you want to say I’m causing trouble... Just say it, say it..."
باااز بغيت غير نضحك معااك آ وجه النكد وانت قلبتيها ليا فيلم درامي رافائيل :,"Wow, I just wanted to joke with you, Mr. Grumpy, and you turned it into a drama movie, Raphael."
( ضحك عليها وعلى هضرتها ) شتي واخا تأنثي تا تعيااااي ... فمك بالضبط غايبقاا,"(Laughed at her and her words) You see, no matter how much you try to act feminine, your mouth will always give you away."
دييما جيلالي السفناج هههه ريمان : ( ماعجبتهاش هضرتو وهزات لوزة لاحتها عليه وهو خرج,"Always Jelali the spinach seller hahaha. Riman: (She didn’t like what he said, so she picked up an almond and threw it at him, and he left)."
كايضحك علييهاا وعلى أفعلها الطفولية ) سيييير بحااااالك أ شارحابيييل ... أش هرفك فشي أنوثة,"He laughs at her and her childish actions: ""Go away, Sharhabil... What do you know about femininity?"""
الحقير لاخر .... ديمااا مندمني تف أش داني نلبس هاد العجب گاع قالك نعجبو ...,"The last jerk... always makes me regret even wearing this nonsense, saying he would like it..."
تعجبو جنيّة ان شاء الله وبجاه النبي ... طلع لكابيني وهو مباتسم غيى بوحدو ...,"A genie amazed him, God willing, and by the Prophet's honor... He went up to the cabin smiling alone..."
شاف شحال بقالهم باش يوصلو ... بقا يخربش فداكشي وعيط لاميطيو يشوف أحوال الطقس ...,He checked how much time was left for them to arrive... then started scribbling on that and called the meteorologist to check the weather conditions...
وعيط تا الخدم باش يتعردو ليه فالمناء ديال تركيا ... سالا ومشا لببيت الگلاس لي,And he called the workers to meet him at the port of Turkey... He finished and went to the ice house.
فسططح اليخت ريمان سلات ماكلتهاا جمعات طبسيلها ... وبدات تأفأف جاها الملل وبداو يديها كايكلوها,"On the yacht's deck, Riman finished her meal, gathered her plate... and started sighing, feeling bored, as her hands began to fidget."
خاصها ضرووري ديير شي حاجة ريمان : اوووف ملليييييت ... شنو ندييير اممممم نمشي نتفرج,"She really needs to do something, Riman: Ugh, I'm so bored... What should I do? Hmm, I'll go watch something."
فالتلفازة امممم تاهي مملة ... جا على باااالي نرسم ... يكوون عندو ورقة وقلم زعما,"On TV, hmm, it's boring too... I feel like drawing... like having a paper and a pen, you know."
؟ ! ... نمشي نشوووف طلعات لبيت الگلاس لي كاين لفوق ... بداات دور فعينيهااا,Should I go see the rooftop glass room upstairs? ... She started rolling her eyes...
مالقاات لا ورقة لا ستيلو ريمان : ( باستياء ) بفففف ماعندووووش شنو نموووت دابا,"She couldn't find a paper or a pen. Riman: (frustrated) Ugh, I have nothing! What am I supposed to do now?"
أنا نموووووت اووووف😯 رافائيل : ( جا من موراها وقال بسخرية كاتعجبو فاش كايبدلو فيها,"""I dieeeeee ughhh 😯""  
Rafael: (came from behind her and said sarcastically, ""He likes it when they change for him."")"
لوان ) كاتقلبي علييااا آ حوباي 😁 بلقات عينيهااا حيت ماحساتش بيه منين جا ....,"Colors) She’s looking for me, my love 😁 but her eyes found me because she didn’t feel where I came from..."
وحسات بالسخااانة طلعات ليها لوجههاا ... دارت عندو وزادت تصدمات منين شافتو داير نظيظرات ديال,She felt heat rising to her face... She turned to him and was even more shocked when she saw him wearing glasses.
الشوف لي زادوه جمال على جمالو ... جا كيووووووت بدات ريمان غير كاتمتم وكاتحاول تشتت,"The look they added to his beauty... he came out so cute, Riman just started mumbling and trying to distract."
تفكيرها ريمان : احم احم .. ءءءء لا ... كنت كانقلب على ... شي ورقة,"Her thought: Ahem, ahem... umm no... I was looking for... a paper."
وقلم ... رافائيل : ( طلع حاجب بتساؤل ) اوو علاش ؟ ! ريمان :,"And a pen...  
Raphael: (raises an eyebrow in question) Oh, why?!  
Riman:"
بغيت نرسم مللييييت هناياا رافائيل : ( جاتو هضرتها فالجنب ) اممم مليتي معايا؟ !,"I want to draw, Rafael: (he felt the words hit him sideways) Hmm, are you bored with me?"
ريمان : ( حسات بيه وبغات دارك الأمر ) لاا ماشي هككاك غيير ملييت ...,"Riman: (She felt it and wanted to take action) No, it's not like that, I just got tired..."
مالقييت مااانديير ... فاش كنت فحياااتي شحال هادي كانخرج مع ليلى ولا كانمشي لاصال ولا,"I have nothing to do ... Back in the day, in my life, I used to go out with Leila or go to the gym or..."
المنظمة ولا المحلبة ولا الحمام ... اه على الحمام آخ😔 رافائيل : اممممم .. مااابقا,"The organization or the dairy or the bathhouse... Oh, the bathhouse, ah 😔  
Raphael: Hmm... no longer."
والو و نوصلو أصلاهبطي تفرجي فالتلفازة قال رافائيل كلامو وتاجه للفوطوي ... هز بيسيه تحت,"Nothing, and we’ll get there anyway.  
Go watch TV.  
Raphael said his words and headed to the armchair...  
He picked up his hat underneath."
أنظار ريمان لي حسات بيه تقلق من هضرتها ... وقالت بينها وبين نفسها ريمان :,"Rymane's attention, who felt his discomfort from her words... and she said to herself:"
شحال جا كيوووووت بنضيضراات ... صراااحة متييتز ايلا شافتو ليلى تحوالي عليه هههه اه آ,"How cute with dimples... Honestly, I can't imagine if Layla sees him, she'll fall for him haha!"
ليلى فيين راكي مجلوقة أجي تشووفي صحااايبتك لي قالت لييك عمرها تحب طااحت على خنافرهاا,"Leila, where are you? You're missing out! Come see your friend who said she'd never fall in love—she's head over heels now!"
فبقلاوة خضرة 😬 اممن باين تقلق مني هاد شرحابيل .. اممم مشات لجيهو وگلسات عمد,"In green baklava 😬 It seems Sharhabil is upset with me .. Umm, she went to his side and sat down."
راسو كاتشوف تا هي فالپيسي ... رافائيل عقلو معاها وعينيه وودنيه ونيفو كووولشي فيه معاها,"His mind, eyes, ears, and everything are focused on her."
ولكن كاايبين بلي مامسوقش ... بين ليها راه مشغوووووول ... وريمان باغا تفهم فالاقتصاد صحة,But it seems like he doesn't care... Show her that you're busy... And Riman wants to understand economics properly.
... دايرة فيها باغا تعرف وهي غيير باغا غيير تبقا قريب منو ريمان : دابا,... She just wants to stay close to him.
هاد السهم ديالاش؟ ! رافائيل : ديال الواردات ريمان : ديالاش هاد الواردات؟ ! رافائيل,What is this arrow for?
: ( عجبو الحال واخا هككاك باقي مغوبش ) ديال الشريكة لي فتركيا ريمان :,"Reeman, from the company in Turkey, liked it but is still upset."
ديالاش هاد الشركة ؟ ! رافائيل : ( ضحك ضحكة خفيفة دغيا جمعها ) شركة,"What is this company about?  
Raphael: (chuckled lightly and quickly composed himself) A company."
Turkcell توركسيل ريمان : وديالاش هاد الشركة؟ ! رافائيل : ديال الاتصالات مهّمآ لُقبتُ بِـ,"Turkcell: What kind of company is this?  
Rafael: It's a telecommunications company."
الجِنون ،فـ أني لمّ أشّعر بِـ ذلگ ، الّـآ عنّدمآ أرّتويت بِگ حبّاً ،فـ أدرگتُ,"Madness, I only felt it when I was filled with your love, and then I realized."
؛ مدى جِنوني و عِنآد عشّقي ريمان : امممم بحال اتصلات المغرب وإنوي ياكا؟ رافائيل,The extent of my madness and the stubbornness of my love.
: ايييه بحال هككاك شوية بانت دائيرة فشاشة الحسوب وهي تسول ريمان ... بحال دراري,"Yeah, like that, a little circle appeared on the computer screen, and she asked Riman... like kids."
صغاار لي باغيين يعرفو ريمان : اممم وهاااد دائرة ديالاااش؟ رافائيل : ( شااد ليها,"Little ones who want to know: ""Hmm, and this circle, what's it for?"" Raphael: (holding it for her)"
الخاطر ) هادي تاهي عندها نفس الشي ديال الأسهم لي شتي قبيلا ... هاد اللون,For the sake (of it): This also has the same thing as the stocks you saw earlier... this color.
الوردي ديال الواردات وهاد اللون الزرق ديال الصادرات ... فهمتي ريمان : امممم دابا انت,"The pink is for imports, and this blue is for exports ... Do you understand, Riman? Ummm, now you."
غير فهاد العامين درتي شرييكة؟ ! رافائيل : لااا مابغاش يجاوبها عجبو الحال تبقا تسولو,"""Just in these two years, you started a company?!""  
Raphael: ""Nooo.""  
He didn’t want to answer her; he enjoyed her continuing to ask."
... ريمان : اممم وديالمن؟؟ رافائيل : هاد الشركة أسسهاا جدي من الوالدة ... هو,Rafael: This company was founded by my maternal grandfather.
وشي صحابو من عام 1994 ... منين شديت الاستقالة ديالي مشيت للعندو هو من ديما,"Some of his friends since 1994... When I took my resignation, I went to him as always."
كايساندني .. دخلني فالأول غير مساعد ديالو ... وففس الوقت كنت كانقرى التجارة فمعهد ...,"He supported me... At first, he brought me in just as his assistant... And at the same time, I was studying commerce at an institute..."
ومؤخرا وكلني فبلاصتو وعطاني الحق نتحكم فگاع الشركات ديالو ريمان : اوووه ( بتعجب ),"And recently, he appointed me in his place and gave me the authority to manage all his companies. Riman: Ohhh (in amazement)."
علااه تبارك الرحمان شحال من شركة عند جدك؟ ! رافائيل : كاين الفرع ديال هاد,"Why, bless the Lord, how many companies does your grandfather own?"
الشركة فألمانية ... وشركة الخضر والفواكه فإسرائيل ... ولوبيرج فالمغرب ريمان : امممم ( معجبة,The company is in Germany... and the fruits and vegetables company is in Israel... and the aubergine is in Morocco. Riman: Hmm (impressed).
) دكي هاد جدك فكل بلد دار داكشي لي معروفة بيه اممم هادشي زين والله,"This is nice, really."
زييين كتير حلو .. رافائيل : ( ضحك بينو وبين نفسو سيد مقلق من ريمان,"""Very nice, very beautiful.. Rafael: (laughed to himself, the man is upset with Riman)."""
... صراحة عندو الحق واش رافائيل كايملو معاه ناس 😑 ) اممم ريمان : (,"... Honestly, he's right. Does Raphael hang out with people? 😑 ) Umm, Riman: ("
بصوت مكبوت شوية ) من صبح وانت تموگ علييااا گالسة مع ثور 😒 رافائيل :,"In a slightly muffled voice: ""Since morning, you've been nagging me, sitting with a bull."" 😒"
نعام قلتي شي حاجة؟ ! ريمان : بالعمى 😑 شوية بانو شي بنات فالبيسي ...,"Yes, did you say something? Riman: Unbelievable 😑 Some girls showed up at the café..."
رقاقاااات وشبه عريانيين ... بلگاات عينيهاا فيهم ... ورافائيل كايدوز وحدة بوحدة ها سمرة ها,"""Thin and almost naked... her eyes are on them... and Raphael is flirting with one by one, this one is tan, this one..."""
زعرة ها طويلة ها القصيرة ... والپوزااات ... ريمان بدااااات تعواج وتصفاار ههه رافائيل خايد,"""Zahra, some are tall, some are short... and the poses... Rym started tilting and turning yellow haha, Rafael is absent."""
كيشووف ويديير زووم للوجه لبنات وجسمهم ... هادوك بنات لي مرشحين باش يديرو إشهرات للشركات,He looks and zooms in on the girls' faces and bodies... Those are the girls who are candidates to do advertisements for companies.
... شوية حس بدييك الطفلة الكبيرة لي حداه كاتصوط ... خرج لسانو شوية بمكر ...,... He slightly felt the older girl next to him making a sound ... he slyly stuck out his tongue a bit ...
وقال بصوت خافت كأنه كايودي مع راسو ولكن بغا تا ريمان تسمعو رافائيل : اممم,"And he said in a low voice, as if talking to himself but wanting Riman to hear him too, ""Rafael: Umm."""
هاادي زوييينة ... ( كايكبر ليها صدرها وفخادها لي عريانين ) اوووه شحااال غاتكوون طالبة,"""She's beautiful... (her chest and exposed thighs are growing) Oh, how much would she be asking for?"""
گاع؟ زعماا تكون غاالية ! ؟ ولكن تستاااهل ريمان حلات فمها وعينيهاا ... شوية غووبشاااات,"""All of it? Maybe it's expensive! But it's worth it. Riman opened her mouth and eyes... a bit surprised."""
ونفخاات نيفهاا ... حسات بإحساس غرييييب ... بحال منين كانت صغييرة وكاتهز ليها ليلى لعبتها,"""And she flared her nostrils... she felt a strange feeling... like when she was little and Leila took her toy."""
العزييييزة علييهاا ... حساات بلي شي حاحة ديااااالها كاتخاد منهاا ... وهاد الحاجة هو داك,The one dear to her... she felt like something of hers was being taken away... and that thing is him.
الجسم الضخم لي داير رجل على رجل ... وكايتصنع لا مبالاة ... رافائيل : (,The massive body sitting cross-legged... feigning indifference... Raphael:
زعما كايفكر بينو وبين نفسو ولكن كيسمع ليها ) اممم الماطيرييل عندهاا هاد خيتي ...,"Hmm, she has the materials, this sister of mine..."
تصلااحلي من النوع لي كاييعجبني أساسا ... ولا هاد السمييمرة اممم هاح على الويييين لي,"This repair is the type I like basically... or this fruit, hmm, oh where to..."
كاايحمقني ... ريمان : وييلي قااااالك لويييين ... محروووقة گاالاااك ... أنت راهااا مشوطة ماالك,"He drives me crazy... Riman: Oh my! He said ""Loooween""... Burned, he said... You're overreacting, what's wrong with you?"
حول 😡 رافائيل : امممم واخا هكااك مزيييونة ... اووووه هااااادي واااعرة آ ريمان شووفي,"About 😡 Rafael: Hmm okay, still beautiful... Ohhh this one is amazing, Riman, look!"
عينيييها كي داييرين بحال زمرد فعينيهاا ... صطااتني ريمان : ( كاتصووووط من نييفها وعينيها,"""Her eyes are like emeralds... Rym drove me crazy: (she's blowing from her nose and eyes)."""
وودنيها 😂 ) تشوووف العمى انت ويااااهاااا ان شاء الله بجااه النبي ... بغييت ليك,"""May you and her go blind, God willing, for the sake of the Prophet... I wish for you."""
العحز الجنسي ياا المكبوووت المجعوووور ... ماكتحشم ماكترمش الترييكة الناقصة 😠 غادة السمان لا شيء,"Sexual impotence, you repressed, frustrated one... no shame, no respect for the incomplete group 😠 Ghada Al-Samman, nothing."
أكثر نشاطاً من مخيلة امرأة تشعر بالغيرة رافائيل : ( عجبو الحاال طيحها غير بالفن,"Rafael: (He liked the situation, he charmed her skillfully)."
) اممم عجباتك تانتي ؟ ! ولا نشووف هااادي لا طااي عندها حووتا ريمان :,"Hmm, do you like this one? Or should I check this one, the one with the fish design?"
( من تحت سنانها بصوت خااافض ) لاوااه سردينا ... اووووووووووف كانحس برااااسي غانرتاااكب جرييييمة,(whispering through her teeth) Nooo sardines... ughhh I feel like I'm about to commit a criiiime.
... يا رب لطفك يا رب ... رافائيل : ولا اش بان ليك فهااادي؟؟ مغربية,"... O Lord, Your kindness, O Lord ...  
Raphael: So, what do you think about this one?? Moroccan."
من أصول تركية ... زينها مخلط ولاطااااي ... شوفي آ ريمان ؟؟ كايوريهااا آما ريمان,"""Of Turkish origins... her beauty is mixed and stunning... Look, Riman?? She's showing it off, isn't she, Riman?"""
كاتحس بلي تخنقاات غيييير كاتصووط بحال الحنش ههه لاحظها رافائيل وعرفها تزيرات ... ولكن سولها,"She feels suffocated and just hisses like a snake, haha. Raphael noticed it and realized she was upset... but he asked her."
ببراءة مصطنعة رافائيل : اوه ريمان مااالك؟؟ ! حااس بييك ماشي هي هادييييك ريمان :,"With feigned innocence  
Raphael: Oh Riman, what's wrong with you??! I feel like you're not yourself.  
Riman:"
( مارضياااش تبين لييه ) مامالي والو غيير الكسوة تزيرت علييااا رافائيل : اممم أجي,"(She's not willing to show him)  
I have nothing, it's just that the clothes got tight on me.  
Raphael: Hmm, come here."
نحل ليك السنسلة ... ريمان : ( بينها وبين نفسها : أنا لي غانفتح لييك,"I'll unlock the chain for you ...  
Riman: (to herself: I'm the one who will open up to you)."
لا لا بلاش شكرا ... رافائيل : ( كايزيد يفقصها ) اوكي على خاطرك ...,"No, no, no need, thank you ...  
Raphael: (making her more upset) Okay, as you wish ..."
( دار شاف فالبيسي من جديد وقال نوجه كلامو لريمان لي كاتحرق من داخل ),"(He looked at the PC again and said, directing his words to Riman, who was burning inside.)"
اشنو بان لييك هااادي تقدي الغراض؟؟ اممم ماقنعاتنييييش ... رقيوقة شوية ريمان : ( بغات,"What do you think, will this do the job? Hmm, I’m not convinced… It’s a bit flimsy, Riman. :( She wants."
تجبد منو الهضرة قالت ) وعلاااش انت عواال تزوج بيها ولا؟ ! رافائيل : نوووپ,"She brought up the topic and said, ""And why are you planning to marry her or what?!""  
Raphael: ""Nooope."""
غييير نهار واحد هو قصد غاتخدم فالاشهار نهار واحد ... ولكن ريمان ديالنا فهماتها كي,"Just one day is when you’ll work in advertising, just one day... but our Rym understood it differently."
فهمتوها نتوما 😂 صااافي حسااات بلي غاطرطق بقاااات كاتصووووط وجاامعة غوباااشتها ... رافائيل حاضيها بنص,"Did you understand it? 😂 She felt like she was about to explode, kept shouting, and was completely confused... Rafael was watching her closely."
عيين ... جاتو الضحكة مابغاش يعيق ... رافائيل : ريمان وااقيلا الكسوة ماخلاتكش طرونكييل ...,"Rafael: Riman, it seems like the outfit didn’t let you stay calm..."
بدلييها وتهنااااي ريمان : مااااشي سوووووقك ا سيييدي دييهااا فااجنب الضااارك واتف 😡 رافائيل :,Change it and relax.
اوووكي اوكي ... ( وقال ببلادة طبعا متصنعة هو عارف مزيان مالها ) ماقلت تاحاجة,"Oookay, okay... (He said with obviously feigned cluelessness, fully aware of what was going on) ""I didn’t say anything."""
دالعيب مالك معصبة؟ ! ريمان : ( مغوبشة وكاتهضر بين سنانها بحال الناس لي المعصبين,Riman: (Frustrated and speaking through her teeth like angry people)
وكاضرب رجليها مع الأرض وقالت ) داااباااا أناا معصبة آآ ؟ ! واااااش كانبان ليييييييك,"She stomped her feet on the ground and said, ""Am I angry now?! Do I look like it to you?!"""
معصبببببببة ؟ ! أنا مامعصبااااش رافائيل : ( هز حاجب وجاتو الضحكة من شكلها وهي,"Angryyyyyy? ! I'm not angry at all, Rafael: (raises an eyebrow and starts laughing at her expression as she...)"
كاتهضر ) هادشي كولو ومامعصبااااش أما كون كنتي معصبة كون ردمتي هاد اليخت بلي فييه,"She said, ""All of this, and you're not even angry? If you were angry, you would have sunk this yacht with everything in it."""
😏 ريمان : ( من تحت سنانها ) آه كووون كنت معصبة كووووون هرست ليك,"Riman: (through her teeth) ""Oh, if I were angry, I would have broken it for you."""
داك الراااااس ... كوون قتلتك وقطعتك طريفااات صغااااار ورميتك فالبحر ... رافائيل : إيوا الحمد,"That head... I could have killed you, chopped you into small pieces, and thrown you into the sea...  
Raphael: Well, thank goodness."
لله حيت مامعصباااش 😏 ودار تاني للبيسيه والضحكة غالباه حابسها غيير بزز ... أما ريمان,"Thank God, because she's not angry. 😏"
ماحاس بييهاا غيير لي كايبغي ومجرب ناار الغيرة لي شاعلة ليها فقلبها .... بداو كايجيوها,Only the one who loves and has experienced the fire of jealousy burning in their heart will understand... they started coming to her.
شي تخيلاات ... بحال رافائيل صدرو عريان ناعس مع ديك البنت ... كييبوس فييهاا من,Some imaginations... like Raphael shirtless sleeping with that girl... kissing her from...
شفايفهاا ... وكايقيص فيها ويتلمس ... وهو فرحااان كايضحك هو وديك البنت لي معاه ..,"Her lips... and he touches and feels them... while he's happy, laughing with that girl who's with him..."
شوية بدات كاتخايل النموسية كاتمشي وتجي كاتسمع صوت تنحنيح ديالهم ههه ... بلقااات عينيها بحاااا,"She started imagining the mosquito net moving back and forth, hearing their buzzing sound, haha... She opened her eyes wide."
ايلا داكشي كاتشووفو قداامهااا .. وقالت وهي كاتشد ليه البسي ريمان : ولد الحرااااااام ...,"""If what you're seeing in front of her... and she said while grabbing his shirt: 'Son of a *****...'"""
... ياااااك آ ولد الحرااااااام وداباااا گالس ليييااا كاتختااااار حدااايااااااااا .... داااايرلي فييهااااا مِتولّي أبو,"... Right, you scoundrel, and now you're sitting here pretending in front of me... acting like you're some kind of saint."
النسوااانجي .... أنااا بغيييييت لييييييييك العجز الجنسي أنا بغييييييييت نهاااااار تبغي تقيم عليهاا ماتلقاا ماتقييييييم,"Womanizer... I wish for you to have sexual impotence. I wish for the day you want to perform, you find yourself unable to."
.... تلقى عندك فيييلة صغييييرة قد هااااكة يااااا ولد الحرااااااااام يا بو فوووولة ... ياا,"""... You'll find a tiny elephant like this, you scoundrel, you peanut head..."""
الصفرييييييط رافائيل بقا معجب فيها ... شوية طلق الضحكة وبداا يموووت بالضحك علييهااا وعلى هضرتهاا,Rafael couldn't stop laughing at her and the way she talked.
... أنا لا أغار ... كل ما في الأمر أنني أشتعل ناارًا كلما اقتربوا منك,... I'm not jealous ... it's just that I burn with fire whenever they get close to you.
☺😒 ريمان شافتو كايضحك زاادت تعصباااات كتر ... وبدات ضرب فيييه وتخصص وتغبن ... رافائيل,"Rymane saw him laughing, she got even more upset... and started hitting him, venting her frustration... Raphael."
: ( كايضحك ويهضر ) غرتي آ شعااايبة غرتي ... هههه ريمان : لااااا ماااغرتش,"(Laughing and talking) ""You're jealous, Shaaayba, you're jealous... hahaha.""  
Riman: ""Nooo, I'm not jealous!"""
مااااغرتش ... رافائيل : ( شد معاها ضد ) غرررتي ريمان : ( مزاالة كاضرب,"I didn't cheat...  
Raphael: (sided with her) You did cheat.  
Riman: (still arguing)."
فيييه وعينيها تغرغرو بالدمووع ) مااااغرتش مااااغرتش مااااااااااااااااغرتتتتتتتتتتتتشششش مع الغوتة وقفااات كاتنهش ... وكادور راسها,"""She screamed, 'I didn't change, I didn't change!' with tears filling her eyes, and stood there trembling, turning her head."""
يمين وشماااال ... وكاتمسح بيديها جبهتهاا وكاترد شعرها الحريري لووور .... أما رافائيل بقا كايشووف,"""Right and left... she wiped her forehead with her hands and pushed her silky hair back... Meanwhile, Rafael kept watching."""
فييهااا تمنى من قلبو تاهي تعتارف ليييه ... ريمان : ماااغرتش ... أنا مااغرتش ...,"He wishes from his heart that she would confess to him...  
Riman: I’m not jealous... I’m not jealous..."
غير حسيييت بالعافية كاتحرقني هنااا ( كاتشيير بسبعهاا لقلبها ) غيير حسييييت بلي رووحي غاتخرج,"I just felt like fire burning me here (pointing to her heart), I just felt like my soul was leaving."
وانا كانتخاايلك بين يدين وحدة اخرى ... لاااا مااغرتش غيير كانت عندي رغبة كبيييرة نقتلك,"And I imagine you in the arms of someone else... No, I didn’t change, I just had a strong desire to kill you."
ونقتل أي وحدة تقرب ليييك .... مااغرتش أنا ماااغرتتتتتش ... صوتها تبحبح غلبااتها البكية ...,"""I'll kill anyone who gets close to you... I wasn't jealous, I wasn't jealous at all... Her voice cracked, overwhelmed by crying..."""
تنهداااات من قلبهاا كاتخرج رماد عافية الغيرة لي شعلات فقلها ... منين عتارفات حسات بالعافية,"She sighed deeply, releasing the ashes of the fire of jealousy that burned in her heart... When she confessed, she felt the flames."
خفافت ... بغات تمشي بحالهاا ... حيت فنظرها ماكنش خاصها تقوول لي قالتو ... تا,"She left... She wanted to leave... Because in her view, she shouldn't have said what she said..."
حسات بيد شدات ليها فالمعصم ديالها ... ودورااتهاا كوولها بحركة سريعة تا طاير شعرها فالسما,"She felt a hand grab her wrist ... and spun her whole body quickly, her hair flying in the air."
... ريمان كان دمها سخوووون وكاتغلي من دااخل كرهت راسهاا ... وكرهات داك الاحساس لي,"... Riman was boiling with anger inside, she hated herself ... and hated that feeling that..."
حساتو ... ولي مزاالة كاتحسو ... كرهاات منين عترفاات ليييه ... داك الكره والندم خلاوها,She felt it... and she still feels it... she hated when she confessed to him... that hatred and regret consumed her.
تعصب وفاااش ريمان كاتعصب ... خااصها ضرب باااش تبرد ههه مالقاات غيير حنك رافائيل أصلا,"""She got angry, and how! Rymane gets angry... she needs to hit something to cool down, haha, and she found nothing but Rafael's jaw, of all things."""
هو السبب د هادشي لي وصلات لييه ... سحاابو ريمان بحاالو مايقدرش يآدييهاا ... ريمان,He is the reason for what happened... His friends thought Riman was like him and couldn't hurt her... Riman.
فاش كااتعصب راسها وماتحنش فيه حراك بنادم ... جمعات واااحد التصرفيييقة تاا راسو كولو دااار,"When she gets angry, she doesn't show any mercy... she gave him such a slap that his whole head turned."
... صرفلاااااااااااااااااق ريمان : ماتقيسنيييييش فهمتي مااااتقيييصنيييييييش .... 😤😤 وكاتصوووط من فمهااا وعينيها كايبرييو بالدمووع,"Rym screamed: ""Don't touch me, do you understand? Don't touch me!"" 😤😤 Tears streaming from her eyes and her mouth trembling."
ولاو حووومر ... أما رافائيل عنييد كتر منهااا جرها عندو وخشااها فصدرو ... وااخاا كادفع,"""They turned red... but Rafael was even more stubborn, he pulled her close and held her to his chest... even though she resisted."""
فيييه وتغوت وتخصص وااالو مااطلقهااااش ... ريمان : وااااع طلق منيييييي طلاااااااااق ماكتسمعش طلاااااق رافائيل,"Screaming and shouting, but nothing changes...  
Rymane: Let go of me! Divorce! Can't you hear? Divorce, Raphael!"
: ( بصوت حنين قال كلمة نااابعة من القلب ) كانبغيييييييييك هاد الكلمة لي دخلااات,"(With a tender voice, he said a word straight from the heart) I loooove you, this word that entered..."
لأعمااااااق أعماااق قلب ريمان كمسكن للألام الغيرة لي حساتها ... هااد الكلمة الصغيرة قاادرة دوب,To the deepest depths of Riman's heart as a dwelling for the pain of jealousy she felt... this small word is capable of melting.
جبل من التلج ... فمااا بالك بقلب ريمان الصغير ... حسات بحواسها بدات ترخاا شوية,A mountain of ice ... let alone Riman's little heart ... she felt her senses starting to relax a bit.
بشوية ... فتحات المجال لدموعها ينزلو كيما بغاو ... ولي زاد كالماها كلام رافائيل رافائيل,Slowly ... she let her tears fall as they wished ... and what calmed her further were Raphael's words.
: عمري نخليييك .. قلتها وعادي نعاودهاا ماغانسمح بتاحاجة من غيير بالموت لي غاتفرقناا ...,"I will never leave you... I said it and I’ll say it again, I won’t give up on anything except death that will separate us..."
سمعتي من غيييير المووووت تا حااااجة ماغاتبعدني علييييك من هااد اللحظة ... من هااااد اللحظة,Did you hear? Nothing but death will keep me away from you from this moment... from this moment.
نمووووت ونعيييش غيير لييييك ... ريمان رخات داتها واستسلمااات بالكامل ... دوبااتها هضرتو ... خلاتها,"""I live and die only for you... Riman gave in and surrendered completely... Her emotions spoke... She left her."""
تنتاقل للعالم تااااني ... عالم فييه غير هو وهي ... وفقط ... غمضات عينيهاا ولا,She drifts into another world... a world with only him and her... and nothing else... she closed her eyes and...
نقولو عصراتهم بارتياحية ... هزات يديها بزوج حطاتهم على ظهر رافائيل ... وقالت وهي مغمضة,"We say she pressed them comfortably... She raised both her hands, placed them on Rafael's back... and said with her eyes closed."
عينيهاا ... كان قلبها لي كايهضر هاد المرة ريمان : عمرك تخليني ... عمرك تعاود,Her eyes... it was her heart speaking this time. Riman: Never leave me... never again.
تشووف فشي وحدة ... هاد المرة غاانقلع لييك عينيييك من بلاصتهم .... سمعتيييييني ... You,Looking at someone ... this time I'll take your eyes out of their place ... you hear me ... You
're mine أنت لي رافائيل : ( كحز ليها راسها من سدرو بلطف وحط يديها,"""You're mine, Rafael."""
على خدها كايمسح ليها دموعها وقال بصوت كولو حنيين وتعمد يخرجو رقيق باش يحسسها بالراحة,"He wiped her tears from her cheek and said in a soft, tender voice, deliberately gentle to comfort her."
أكتر وقال من باب الدعابة فقط ) ونتي لياااا بووحدي ولي عندو شي اعترااض نطحنوو,"""Just joking) And you are mine alone, and whoever objects, I'll crush them."""
ابتسمات ريمان على هضرتو وعينيها فقلب عينيه ... كايشوفة فبعضياتهم كأنهم خلقو لبعضهم ... كأن,"Rym smiled at his words, her eyes meeting his... looking at each other as if they were made for one another... as if."
